"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
328,2.09124097623928,13.5244065575357,0.00107830061376907,0.00177292682310403,"lmo0807","AL591824.1",834845,835939,"+",1095
692,10.8043118876926,12.5713686374906,0.00108223475889778,0.00177526676227548,"lmo1623","AL591824.1",1665414,1666097,"-",684
972,10.8519854544146,12.60924359943,0.0010877470427152,0.00178017860925844,"lmo2248","AL591824.1",2337786,2338406,"+",621
213,1.91644917116572,13.3655524181191,0.0011441085427601,0.00186809408713947,"lmo0529","AL591824.1",565764,567014,"+",1251
705,10.5462740321565,12.3267536637882,0.00120081965596463,0.00195617395568432,"lmo1639","AL591824.1",1683635,1684216,"-",582
639,10.7143985185065,12.489270475808,0.0012238971726024,0.00198918460006873,"lmo1488","AL591824.1",1520659,1521225,"-",567
517,10.7801168954795,12.5422180773808,0.00124267325428076,0.00201506878618463,"lmo1181","AL591824.1",1209053,1209808,"+",756
280,2.02278773724944,13.4629012466438,0.00124696759415315,0.00201740523813794,"lmo0705","AL591824.1",738191,739711,"+",1521
318,10.5539643397522,12.3319625875544,0.00125354402808305,0.00201807926152277,"lmo0761","AL591824.1",786372,786992,"+",621
468,10.6985832991862,12.4738360466572,0.00125406656581137,0.00201807926152277,"lmo1099","AL591824.1",1133698,1134117,"-",420
889,10.742562353823,12.5099405058616,0.00125594748949083,0.00201807926152277,"lmo2053","AL591824.1",2136239,2136796,"-",558
536,10.884723799681,12.6433049418785,0.00126793252835856,0.0020327172280034,"lmo1207","AL591824.1",1229967,1230773,"+",807
1255,10.5830678507084,12.3542352588578,0.00134391055178906,0.00214964877854042,"lmo2846","AL591824.1",2934709,2935070,"-",362
332,10.7455841556952,12.5118016921208,0.00135877081626572,0.00216851234108322,"lmo0827","AL591824.1",854443,854748,"+",306
1030,10.5762586760659,12.3469986171987,0.00137505915744351,0.00218788680843517,"lmo2326","AL591824.1",2397493,2397774,"-",282
149,10.5260646372061,12.2988254719946,0.00137709990064165,0.00218788680843517,"lmo0339","AL591824.1",370032,370403,"+",372
886,10.5019245370895,12.2819123596344,0.00138060626249006,0.00218853952372304,"lmo2042","AL591824.1",2125065,2125496,"-",432
728,10.6670179068235,12.4354461876922,0.00145359749686409,0.0022990904480602,"lmo1691","AL591824.1",1756130,1756617,"-",488
326,10.6764120818376,12.4452316419995,0.0014720352544425,0.00232305563591707,"lmo0784","AL591824.1",807255,807689,"-",435
788,10.63064775626,12.4065325044723,0.00149015941996249,0.00234642028933959,"lsp","AL591824.1",1920436,1920900,"-",465
1224,1.78439563489105,13.2323290603352,0.00152310179973322,0.00239296216091419,"lmo2796","AL591824.1",2882033,2882938,"-",906
305,10.6567986251258,12.4264683033973,0.00162906128869521,0.00255376126631378,"lmo0741","AL591824.1",771949,772326,"+",378
650,1.99019225198791,13.4281351882631,0.00169977108787953,0.00265871274143988,"lmo1506","AL591824.1",1536143,1537648,"-",1506
440,10.5536414239897,12.3326182951991,0.0017173148399481,0.00267556243097183,"lmo1046","AL591824.1",1073813,1074295,"+",483
282,2.002173093274,13.4362758407937,0.00172007025662892,0.00267556243097183,"lmo0707","AL591824.1",740610,741899,"+",1290
1146,10.5034385860828,12.2115189393094,0.00172189661399177,0.00267556243097183,"rpmD","AL591824.1",2697267,2697446,"-",180
983,10.7515671127155,12.5364590573789,0.00172770301414154,0.00267705464789735,"lmo2274","AL591824.1",2362306,2362656,"+",351
54,10.6360803653196,12.4055923786468,0.00173042994920663,0.00267705464789735,"lmo0114","AL591824.1",121112,121447,"-",336
1168,10.7642633460629,12.5231860749355,0.00177495294277909,0.00273993827629873,"lmo2671","AL591824.1",2744571,2744939,"-",369
1046,10.6176830231923,12.3846032677416,0.00177905098500531,0.00274028114683824,"lmo2350","AL591824.1",2417531,2418067,"-",537
1003,10.5367644685788,12.3154141979482,0.0017904967666592,0.00275191568266968,"lmo2295","AL591824.1",2379004,2379399,"-",396
117,10.718228923789,12.4807654660204,0.00182686579627767,0.00280172259862975,"lmo0247","AL591824.1",264432,264902,"+",471
1170,10.3442303053065,12.1120948932832,0.00184680360549816,0.00282357838084528,"lmo2675","AL591824.1",2747073,2747414,"+",342
986,10.5376973721174,12.3121304457216,0.0018491043710486,0.00282357838084528,"lmo2279","AL591824.1",2365599,2365880,"-",282
79,10.6214858089717,12.3958364521073,0.0020235629618238,0.00307513836019501,"lmo0141","AL591824.1",143016,143258,"+",243
933,10.4792877924399,12.253858447951,0.00202572726208527,0.00307513836019501,"lmo2141","AL591824.1",2225471,2225944,"+",474
647,10.3038627790542,12.0795187054285,0.00202689459101963,0.00307513836019501,"lmo1503","AL591824.1",1532129,1532401,"-",273
732,10.4819949989146,12.2602900767545,0.00204145742051657,0.00309060042035378,"lmo1725","AL591824.1",1787280,1787648,"-",369
145,10.6896194714069,12.4515701218766,0.00209564978472578,0.00316586409786566,"lmo0335","AL591824.1",367248,367532,"+",285
1067,10.4220251842166,12.1908854698174,0.00211279335598516,0.00318495714857464,"lmo2408","AL591824.1",2480325,2480528,"+",204
643,10.6542064397801,12.4192352551814,0.00215311031123722,0.00323882763839301,"lmo1492","AL591824.1",1523471,1523992,"-",522
380,10.4838741923531,12.2577063866474,0.0021764497937445,0.00326698514687338,"lmo0935","AL591824.1",972197,972706,"+",510
649,10.6964693991332,12.4563575043791,0.002189883383764,0.00328018549220582,"lmo1505","AL591824.1",1535439,1536134,"-",696
1047,10.4721148304268,12.2454987458212,0.00219758245018864,0.00328475854605363,"lmo2351","AL591824.1",2418083,2418628,"-",546
58,10.6533362096802,12.4281139896901,0.00246716379365969,0.00367992574286371,"lmaB","AL591824.1",122798,123187,"+",390
472,10.4060269858812,12.1795683826761,0.00247827502926798,0.0036817190151715,"lmo1107","AL591824.1",1144533,1144928,"-",396
134,10.5329448198019,12.3068371502964,0.00248349524679307,0.0036817190151715,"lmo0301","AL591824.1",327113,327454,"-",342
738,10.5313794324991,12.3058549287669,0.00248398864248487,0.0036817190151715,"lmo1739","AL591824.1",1808460,1809107,"-",648
568,10.7211787636329,12.4832583139428,0.00259523235730671,0.00383855497199967,"lmo1309","AL591824.1",1335932,1336438,"-",507
492,10.5389682239897,12.3094589460918,0.00261396761305805,0.00385643724772599,"lmo1144","AL591824.1",1176304,1176654,"+",351
100,1.83966090478576,13.2858803424211,0.00261823179477861,0.00385643724772599,"lmo0194","AL591824.1",197512,198204,"+",693
351,10.3021146945251,12.0812769233381,0.0028045434225042,0.00412227068546875,"lmo0874","AL591824.1",914405,914734,"+",330
759,10.4712213780799,12.2467063829541,0.00299056353784132,0.00438657348807845,"lmo1793","AL591824.1",1865394,1865912,"-",519
634,10.6389005688717,12.4013644552419,0.00301511369644273,0.00440316242259454,"lmo1465","AL591824.1",1497594,1498079,"-",486
1014,10.2212367419788,11.9963827402598,0.00301757331150597,0.00440316242259454,"lmo2309","AL591824.1",2389208,2389387,"-",180
748,1.90188381645627,13.3339615175345,0.00302055696599484,0.00440316242259454,"purM","AL591824.1",1838614,1839663,"-",1050
1165,10.4666703030604,12.2387329248242,0.00312175778182151,0.00454132253446052,"lmo2662","AL591824.1",2735962,2736402,"-",441
996,10.6526792223437,12.4173299515149,0.00314693210509014,0.00456854414435058,"lmo2289","AL591824.1",2376721,2377143,"-",423
518,10.6391102068872,12.4037910041829,0.00315638840877538,0.00457288238730368,"lmo1182","AL591824.1",1209821,1210462,"+",642
582,10.4627580034669,12.2356945595745,0.00327304325354639,0.00473219137066932,"lmo1345","AL591824.1",1370108,1370431,"-",324
1125,10.6777167584068,12.4445802764663,0.00329285555509771,0.00475112015806956,"lmo2562","AL591824.1",2642499,2642948,"-",450
481,10.321326733998,12.1014564440839,0.00339036115987487,0.004881843869718,"lmo1121","AL591824.1",1158020,1158388,"+",369
617,1.55709238138853,13.007422855027,0.00345490394425901,0.00496466887925024,"lmo1435","AL591824.1",1467325,1468206,"-",882
887,1.74060206492808,13.1844085306123,0.00350820755439959,0.00503104004251625,"lmo2046","AL591824.1",2129185,2130078,"-",894
361,1.75639678039701,13.2012244155708,0.00353305026672566,0.00505640999711547,"RsbR","AL591824.1",927110,927946,"+",837
48,10.1861924798537,11.9604513584943,0.00357463653065619,0.00510559197408874,"lmo0102","AL591824.1",108320,108610,"+",291
1,10.3254485916665,12.1029369255559,0.00358636997092524,0.00511202332549223,"lmo0004","AL591824.1",4644,4865,"+",222
539,10.3889503800118,12.1623778260258,0.00359453475355068,0.00511335225505097,"lmo1213","AL591824.1",1234465,1234776,"+",312
206,10.3820439383774,12.1549034193015,0.00361416234677334,0.00513094935576055,"lmo0504","AL591824.1",539365,539763,"+",399
236,10.3280319581424,12.1043066623744,0.00368161285379359,0.00521623304134683,"lmo0599","AL591824.1",640300,640632,"+",333
765,10.0555799633617,11.8423798217314,0.00375270329066712,0.00530632245300331,"lmo1802","AL591824.1",1875129,1875461,"-",333
383,10.5525086182181,12.3209508320733,0.00377814396471907,0.00533163230150974,"lmo0938","AL591824.1",973758,974216,"-",459
1226,10.3240592398386,12.0978503303754,0.00381420059324654,0.00537179246897472,"lmo2797","AL591824.1",2882963,2883409,"-",447
1181,10.3570266074717,12.1320340696497,0.00383529781294923,0.00539076650845945,"lmo2707","AL591824.1",2780577,2780798,"-",222
304,1.8394153877506,13.2805935711688,0.00384766985781564,0.00539742577276917,"lmo0737","AL591824.1",766810,767742,"+",933
619,1.66846850575428,13.120094805694,0.00386027179843677,0.00539766351263175,"lmo1437","AL591824.1",1469444,1470487,"-",1044
308,10.3589789580862,12.1329105544512,0.00386310853945073,0.00539766351263175,"lmo0748","AL591824.1",777209,777496,"+",288
265,10.3062911353365,12.0840658593019,0.00410137635385261,0.00571927629620078,"lmo0687","AL591824.1",721301,721801,"+",501
989,10.2935606849062,12.069184391066,0.00420658742922454,0.00585444352846801,"lmo2282","AL591824.1",2366451,2366768,"-",318
422,1.83564017601254,13.2725597944743,0.00425350748700442,0.0059081135428529,"lmo1024","AL591824.1",1052509,1053429,"+",921
300,10.5242010861426,12.2873431707348,0.00427360153618059,0.00592438487466604,"lmo0729","AL591824.1",759479,759958,"+",480
970,1.83516765659942,13.2720521481034,0.00431979985129694,0.00597670938330124,"lmo2247","AL591824.1",2336515,2337399,"-",885
387,1.84394165005251,13.2800773920117,0.00453882417352237,0.00626747791148499,"lmo0945","AL591824.1",980177,981307,"+",1131
589,10.0991038185559,11.8857298801209,0.00481756856586915,0.00663941710734793,"lmo1352","AL591824.1",1377410,1377682,"-",273
761,10.1727011597958,11.9535423509982,0.00486756859682439,0.00669527431508724,"lmo1794","AL591824.1",1865922,1866308,"-",387
40,10.3364801778835,12.1085297854473,0.00510378217299406,0.00699572397576283,"lmo0088","AL591824.1",97127,97369,"+",243
1222,10.4013113437243,12.1701332539714,0.00510579005868971,0.00699572397576283,"lmo2793","AL591824.1",2879869,2880205,"-",337
1089,10.3459873448059,12.1208359817537,0.00512013233515305,0.00700180572718221,"lmo2485","AL591824.1",2559617,2559817,"-",201
1219,10.4135992052346,12.1872163707197,0.00540827332862267,0.00737823174465666,"lmo2789","AL591824.1",2876911,2877153,"-",243
407,10.3984905240931,12.1725247635677,0.00541626913080171,0.00737823174465666,"ptsH","AL591824.1",1032924,1033190,"+",267
69,10.0824799402812,11.8251058893427,0.00583789626603188,0.00793729357708565,"lmo0129","AL591824.1",131386,131419,"+",34
883,10.2732502941754,12.0460525072875,0.00589982843489896,0.00800610115829858,"ftsL","AL591824.1",2123735,2124097,"-",363
1096,1.60993129595696,13.0604819832589,0.00625282679755534,0.00846886694611422,"phoP","AL591824.1",2576836,2577546,"-",711
87,10.4569040994265,12.2244939981149,0.00633559508171897,0.00856456161142507,"lmo0164","AL591824.1",164309,164698,"+",390
519,10.2784359382992,12.0560977311676,0.00643709272337713,0.00868516136531991,"lmo1184","AL591824.1",1211046,1211315,"+",270
763,9.90521586961487,11.6970659998108,0.00652530698842777,0.00878741341108274,"rpsP","AL591824.1",1867427,1867699,"-",273
365,10.4566379035884,12.2364084453196,0.00687429547564947,0.00923978498343,"rsbV","AL591824.1",929892,930236,"+",345
301,10.2956543407483,12.0853734860959,0.00689377318155128,0.00924838261737525,"lmo0730","AL591824.1",759972,760341,"+",370
76,10.1408665010993,11.9198282336249,0.00712571723792333,0.00954144334699204,"lmo0138","AL591824.1",141052,141336,"+",285
929,10.3371395629225,12.1069826301172,0.00735143913107483,0.00982508027536843,"lmo2137","AL591824.1",2221186,2221659,"-",474
757,10.3306836286777,12.1011535112058,0.00737287479022842,0.00983513674847451,"lmo1788","AL591824.1",1862459,1862893,"+",435
908,1.60852991756729,13.0494155085723,0.00745966906815044,0.00993217708320595,"lmo2095","AL591824.1",2174488,2175420,"-",933
574,10.3385328458122,12.1118525849666,0.0074775118600157,0.00993721970870508,"lmo1323","AL591824.1",1353097,1353381,"+",285
629,1.72665305804516,13.1616483598819,0.00749255803121095,0.00993853382376386,"glyQ","AL591824.1",1493146,1494036,"-",891
294,10.3586337033793,12.1288015904616,0.0075457756610058,0.00999038088451516,"lmo0719","AL591824.1",749985,750311,"+",327
480,10.3575442275971,12.1299741122898,0.00762995927518633,0.0100829555281434,"lmo1120","AL591824.1",1157592,1158008,"+",417
286,10.3903579982639,12.1630411199029,0.00769448216252713,0.0101440329297462,"lmo0711","AL591824.1",742991,743401,"+",411
817,1.74580743151672,13.1809725130949,0.00771597607288124,0.0101440329297462,"panB","AL591824.1",1976307,1977140,"-",834
247,9.7234165468481,11.5139729716259,0.0077192216636541,0.0101440329297462,"lmo0645","AL591824.1",688569,688621,"+",53
279,9.98539604626372,11.7722823264363,0.00824468441169415,0.010814456176378,"lmo0704","AL591824.1",737743,738171,"+",429
1131,10.0321493273721,11.8107271529485,0.00839245652652616,0.0109879014152852,"lmo2579","AL591824.1",2659852,2660145,"+",294
796,9.95579857256279,11.7407769014376,0.00849991868652675,0.0111080268232429,"lmo1854","AL591824.1",1931026,1931319,"-",294
660,10.2616560922603,12.0331820929848,0.00868024552117219,0.0113227556890567,"rpmA","AL591824.1",1576076,1576397,"-",322
81,10.0335959768789,11.8188354697485,0.00910340153078752,0.0118528635032537,"lmo0148","AL591824.1",146666,146705,"+",40
302,1.46026865149733,12.9065583577327,0.00938200302842923,0.0121931546711387,"lmo0735","AL591824.1",765683,766354,"+",672
1216,9.56601274055826,11.314153695982,0.00979240592828318,0.0127031761308187,"bvrC","AL591824.1",2872889,2872921,"-",33
1025,10.1905940757549,11.9605210768307,0.010252142291647,0.013275209890466,"lmo2320","AL591824.1",2394790,2394984,"-",195
374,10.1443323860983,11.9180503870238,0.0103187886660457,0.0133370815116898,"lmo0914","AL591824.1",950363,950668,"+",306
590,10.3341518608402,12.1020527104759,0.0104281650019262,0.0134452455208396,"lmo1356","AL591824.1",1380720,1381187,"+",468
674,10.3300163129558,12.0966132663645,0.0104448524532148,0.0134452455208396,"lmo1562","AL591824.1",1599814,1600278,"-",465
132,10.3383234009267,12.1052924383087,0.010459526218475,0.0134452455208396,"lmo0299","AL591824.1",325422,325712,"-",291
467,10.1185803254453,11.8974451438051,0.0105446143890636,0.0135300224556587,"lmo1095","AL591824.1",1129412,1129816,"+",405
283,10.3313750889544,12.1008053887663,0.0106547033700795,0.0136465131931997,"lmo0708","AL591824.1",741918,742304,"+",387
88,1.48571305436182,12.9323426964341,0.0118529519352776,0.015153773993203,"lmo0165","AL591824.1",164756,165508,"+",753
71,10.0329127606025,11.8098650023014,0.0122827111834994,0.0156748678821914,"lmo0134","AL591824.1",136714,136992,"+",279
359,10.2070603019646,11.9816925701983,0.0125628218419972,0.0160034505266524,"lmo0887","AL591824.1",926229,926507,"+",279
794,9.85017178895485,11.6331521101412,0.0145081372337786,0.0184236378994139,"lmo1852","AL591824.1",1928543,1928785,"-",243
501,9.78434427741398,11.5773203199021,0.0145148038330602,0.0184236378994139,"lmo1159","AL591824.1",1188014,1188289,"+",276
500,10.079244867081,11.8557804153144,0.0147719142940917,0.0187163860321197,"lmo1158","AL591824.1",1187552,1187989,"+",438
915,10.1152779312176,11.8878766997,0.0147988038690841,0.0187169129435464,"lmo2104","AL591824.1",2184120,2184347,"+",228
1159,1.18823473201699,12.6495501188593,0.0151685634230938,0.019150311321656,"lmo2651","AL591824.1",2723159,2723593,"-",435
985,9.35760591731355,11.1600415913489,0.01539341499294,0.0193995443850421,"lysA","AL591824.1",2364728,2364747,"-",20
278,10.1373343030374,11.9428055524057,0.016971968305841,0.0213508569256754,"lmo0703","AL591824.1",737269,737733,"+",465
6,9.71449334131823,11.5006827229111,0.0170041816855606,0.0213533862374624,"lmo0012","AL591824.1",15882,15921,"+",40
545,9.94391143249926,11.7248878731582,0.0178343686312607,0.0223562032310307,"lmo1229","AL591824.1",1254459,1254722,"+",264
979,9.97037238064935,11.7509400928692,0.0182306301884916,0.0228124876871921,"lmo2258","AL591824.1",2346593,2346784,"-",192
821,10.2373111529304,12.0086419194972,0.0183138541741958,0.0228761394013365,"lmo1908","AL591824.1",1981299,1981634,"-",336
179,10.2243454175219,12.001807911423,0.0186582634831505,0.0232652421209654,"lmo0416","AL591824.1",439009,439212,"+",204
1033,9.48980130804759,11.2893729732412,0.0202445698033554,0.0251987867094582,"'comK","AL591824.1",2402852,2402875,"+",24
921,9.54451166177342,11.3338024541693,0.0206287341140525,0.0256318365881109,"lmo2115","AL591824.1",2196349,2196372,"+",24
752,9.8066272387777,11.5953037590429,0.021077854243893,0.0261439350007585,"lmo1771","AL591824.1",1843993,1844238,"-",246
120,9.85475402699533,11.6342434900102,0.021162767947859,0.0262032871088202,"lmo0253","AL591824.1",268961,268994,"+",34
160,9.90888312318049,11.6832763692604,0.021271183836,0.0262914807203707,"lmo0362","AL591824.1",389538,389717,"-",180
270,9.86406414120211,11.6464384475872,0.0213548498930557,0.0263488287511175,"lmo0693","AL591824.1",728282,728581,"+",300
401,10.080234500833,11.8542964499847,0.0215016503950805,0.0264837401207698,"lmo0983","AL591824.1",1014540,1015019,"+",480
138,9.87311735640444,11.6549734897717,0.0218475326473584,0.0268629662290128,"lmo0305","AL591824.1",331021,331059,"+",39
389,1.49424165882581,12.9263237136304,0.0219739826402382,0.0269715377198757,"lmo0948","AL591824.1",982957,983646,"-",690
963,9.84866203073372,11.640852449504,0.022780176683904,0.027912625503501,"lmo2228","AL591824.1",2317644,2317841,"-",198
904,1.14797878500428,12.6049661030325,0.0229408212077899,0.0280608314773486,"lmo2088","AL591824.1",2167353,2167943,"-",591
1055,9.31748679246973,11.1090791733541,0.0242907733742409,0.0296607543619832,"lmo2372","AL591824.1",2449840,2449876,"+",37
335,9.36733043042508,11.1579905910776,0.0244012769603732,0.0297443151913514,"lmo0835","AL591824.1",866545,866571,"+",27
1204,9.61743993148595,11.4101471488206,0.0254367081536303,0.0309531026929718,"lmo2752","AL591824.1",2830039,2830082,"+",44
376,10.0321946782821,11.8037703143865,0.0258983771260057,0.0314607433472268,"lmo0916","AL591824.1",951956,952306,"+",351
928,9.61969909990083,11.4064339472745,0.0260880954043578,0.0315860160315616,"lmo2136","AL591824.1",2220862,2221173,"-",312
70,10.0138075158187,11.7879658026579,0.0260908534122093,0.0315860160315616,"lmo0133","AL591824.1",136469,136702,"+",234
455,1.39745074293517,12.8424855835881,0.0263484824230448,0.0318433796121242,"lmo1082","AL591824.1",1116532,1117092,"+",561
1005,1.33527113681731,12.7752870736056,0.0289971753455081,0.0349846467052461,"lmo2297","AL591824.1",2380419,2381009,"-",591
579,9.53965507736151,11.3313508492871,0.0299255890621619,0.0360411724727411,"lmo1338","AL591824.1",1366220,1366432,"+",213
951,9.49162677046494,11.2881620489424,0.0299748365119827,0.0360411724727411,"lmo2199","AL591824.1",2288524,2288554,"-",31
181,9.4253136226361,11.227399901296,0.0300561490745709,0.0360424907586756,"lmo0421","AL591824.1",441557,441583,"-",27
176,9.45358591738623,11.2539283653548,0.0300778918636755,0.0360424907586756,"lmo0404","AL591824.1",427008,427048,"+",41
150,9.51273232068029,11.3077767876258,0.030171161505261,0.0360930815299823,"lmo0340","AL591824.1",370416,370634,"+",219
977,9.55506933454388,11.3398364031635,0.0302306449882757,0.036103152038363,"lmo2257","AL591824.1",2346175,2346200,"-",26
91,9.4947999597028,11.2899699411678,0.030415613475406,0.036262797178941,"lmo0167","AL591824.1",166646,166692,"+",47
946,9.53054747068145,11.3206363333808,0.0310030711104712,0.0369009617425979,"lmo2192","AL591824.1",2280202,2280229,"-",28
1183,9.42556830999143,11.2145002966545,0.0310620777913447,0.0369090571403037,"cydD","AL591824.1",2788461,2788495,"-",35
388,9.82193777848572,11.6044103059228,0.0315699497815567,0.0374495880797997,"lmo0946","AL591824.1",981317,981544,"+",228
1161,9.19954128645726,11.0074449843536,0.0358824665492715,0.0424939762987185,"lmo2659","AL591824.1",2732539,2732575,"-",37
707,9.66331238450795,11.4511082289491,0.0370314145551954,0.0437812877767946,"lmo1640","AL591824.1",1684229,1684462,"-",234
1192,9.64076019245784,11.4259628013431,0.0373051001932801,0.0440312284418181,"lmo2729","AL591824.1",2803410,2803449,"+",40
