"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
56,10.0358557316544,12.3637403335121,0.000970137895808523,0.00160332813083506,"lmaD","AL591824.1",121664,122092,"+",429
1046,10.1031423914721,12.3953674436871,0.000973879502592459,0.00160576876125129,"lmo2350","AL591824.1",2417531,2418067,"-",537
285,10.0824106952496,12.3921649163371,0.00098173118606542,0.00161164862474123,"lmo0710","AL591824.1",742578,742979,"+",402
215,10.1325383226532,12.4237955342857,0.000981991827768985,0.00161164862474123,"lmo0531","AL591824.1",569094,569948,"+",855
413,10.2278721525114,12.5077798631269,0.00107298015203238,0.00175691207342023,"lmo1009","AL591824.1",1039297,1039749,"+",453
728,10.1724773683228,12.4649643061359,0.00107832779584585,0.00176160001671591,"lmo1691","AL591824.1",1756130,1756617,"-",488
378,10.1731509654448,12.4601978565881,0.00108951180738877,0.00177290995998366,"lmo0923","AL591824.1",960748,961221,"+",474
738,10.2085115271754,12.5031892276851,0.00109025210515215,0.00177290995998366,"lmo1739","AL591824.1",1808460,1809107,"-",648
568,10.1410127918649,12.4434357633453,0.00109418550664907,0.00177523460918579,"lmo1309","AL591824.1",1335932,1336438,"-",507
280,2.10986755272277,13.4455114482933,0.00110913174504554,0.00179443122197057,"lmo0705","AL591824.1",738191,739711,"+",1521
189,10.1143372222101,12.4265123739782,0.00111107941670674,0.00179443122197057,"lmo0431","AL591824.1",452524,453093,"+",570
207,10.2970904638017,12.5672144998622,0.00114854003055462,0.00185071564014369,"lmo0505","AL591824.1",539774,540424,"+",651
54,10.121412347736,12.4202316599454,0.0011681082435103,0.00187797901280908,"lmo0114","AL591824.1",121112,121447,"-",336
705,10.0285685059176,12.3276119178661,0.00117226594038751,0.0018803994383139,"lmo1639","AL591824.1",1683635,1684216,"-",582
660,9.83431220629754,12.1657913293612,0.00121751001603361,0.00194856569157524,"rpmA","AL591824.1",1576076,1576397,"-",322
759,9.99180717069103,12.3132652590709,0.00122055055035093,0.00194903229774507,"lmo1793","AL591824.1",1865394,1865912,"-",519
85,2.03489230096417,13.3735455305535,0.00123807413837826,0.00197257205418019,"lmo0162","AL591824.1",162467,163459,"+",993
1,10.010896412121,12.3241639954988,0.00125112883467725,0.00198890211611248,"lmo0004","AL591824.1",4644,4865,"+",222
1089,9.813847876597,12.1528823309279,0.0012945718978249,0.00205335900572227,"lmo2485","AL591824.1",2559617,2559817,"-",201
440,10.0492024618791,12.355114120153,0.00130392999364757,0.00206358563726813,"lmo1046","AL591824.1",1073813,1074295,"+",483
169,10.7696455099643,13.0089368177402,0.00132204671538928,0.0020875971519176,"lmo0391","AL591824.1",414928,415227,"+",300
145,10.1101488722529,12.3927015579948,0.00132601939762376,0.00208921722870055,"lmo0335","AL591824.1",367248,367532,"+",285
986,10.0347516482644,12.3471444335404,0.00133145882941052,0.00209313594246576,"lmo2279","AL591824.1",2365599,2365880,"-",282
1219,9.9278006889443,12.2366944345377,0.00134099215491657,0.00210345893326515,"lmo2789","AL591824.1",2876911,2877153,"-",243
355,10.0591834166463,12.3540692263762,0.00149112440208812,0.00233379073086198,"lmo0882","AL591824.1",921062,921544,"+",483
104,9.81416055198473,12.1514934068289,0.0015095711622722,0.00235745804857046,"folA","AL591824.1",233491,233865,"+",375
393,11.1176406019803,13.3455144868413,0.00154863145365001,0.00241314219920408,"dltC","AL591824.1",1003593,1003829,"-",237
57,10.1490285551812,12.4334178208295,0.00162233894665724,0.00252245244118417,"lmaC","AL591824.1",122104,122520,"+",417
650,1.98095761144456,13.3180277065318,0.00168114572720431,0.00260816700347451,"lmo1506","AL591824.1",1536143,1537648,"-",1506
886,9.98613230513301,12.2944761989578,0.00175276603795007,0.00271334305874803,"lmo2042","AL591824.1",2125065,2125496,"-",432
574,10.3019731468319,12.5608535235656,0.00176020953809832,0.00271892933009087,"lmo1323","AL591824.1",1353097,1353381,"+",285
351,9.8945912998796,12.2032167450143,0.00183910589635973,0.00283462191417184,"lmo0874","AL591824.1",914405,914734,"+",330
87,10.0397036743339,12.3474905521891,0.00184805311918869,0.00284223353905593,"lmo0164","AL591824.1",164309,164698,"+",390
318,10.0587218211177,12.344464398284,0.0018995577132433,0.00291512211837554,"lmo0761","AL591824.1",786372,786992,"+",621
79,10.0642479969413,12.3678490469534,0.00191408858984648,0.00293107734384698,"lmo0141","AL591824.1",143016,143258,"+",243
492,9.92054537436579,12.2165691342022,0.00192042767688514,0.0029344466011025,"lmo1144","AL591824.1",1176304,1176654,"+",351
518,10.1092100189307,12.3734565358309,0.00195325201814051,0.00297818425991746,"lmo1182","AL591824.1",1209821,1210462,"+",642
996,10.0600574083159,12.3525585100545,0.00202635999458123,0.00308302411192723,"lmo2289","AL591824.1",2376721,2377143,"-",423
1255,10.0015239948664,12.2929316493065,0.00210081457528311,0.00318945938731418,"lmo2846","AL591824.1",2934709,2935070,"-",362
605,9.95347354705454,12.2568429972083,0.0021071924754775,0.00319230654938792,"lmo1400","AL591824.1",1428442,1428939,"+",498
887,1.85557522060789,13.2072275662198,0.00211773420296037,0.00319617807344303,"lmo2046","AL591824.1",2129185,2130078,"-",894
171,10.0780444919489,12.3625288880173,0.00211876402611879,0.00319617807344303,"lmo0398","AL591824.1",419544,420002,"+",459
387,1.96642610308232,13.3020034758553,0.00219897406373481,0.00331013293245855,"lmo0945","AL591824.1",980177,981307,"+",1131
282,1.98076680345061,13.3145271781669,0.00224703500310272,0.00337147946542396,"lmo0707","AL591824.1",740610,741899,"+",1290
933,9.97753163685571,12.2759400510687,0.00224923806367494,0.00337147946542396,"lmo2141","AL591824.1",2225471,2225944,"+",474
1047,9.9365117400729,12.2555844602742,0.00226886668560039,0.00338730877709447,"lmo2351","AL591824.1",2418083,2418628,"-",546
383,9.95639502225915,12.2659113210905,0.00226935355306047,0.00338730877709447,"lmo0938","AL591824.1",973758,974216,"-",459
590,9.80412670175857,12.127599080651,0.00228098422716553,0.00339751642239572,"lmo1356","AL591824.1",1380720,1381187,"+",468
361,1.86994619813546,13.2278158889565,0.00235132867643212,0.00349495184819785,"RsbR","AL591824.1",927110,927946,"+",837
304,1.91942097877615,13.2620689550015,0.00236930363251559,0.00351430183149279,"lmo0737","AL591824.1",766810,767742,"+",933
643,10.1271362178677,12.3961537065069,0.00242126922312429,0.00358388283756811,"lmo1492","AL591824.1",1523471,1523992,"-",522
649,10.12968965424,12.3958985599782,0.00246980015731809,0.0036481006490386,"lmo1505","AL591824.1",1535439,1536134,"-",696
213,1.96790347142675,13.3080136324509,0.00259922070358309,0.00383128373979295,"lmo0529","AL591824.1",565764,567014,"+",1251
149,9.91842646637243,12.2104291986398,0.00260986542356021,0.00383899291556886,"lmo0339","AL591824.1",370032,370403,"+",372
294,9.70232545739835,12.0311113645961,0.00265213384697433,0.0038930908851031,"lmo0719","AL591824.1",749985,750311,"+",327
425,11.7899425289938,13.9789259953259,0.00265854685066564,0.00389444156430152,"lmo1028","AL591824.1",1057067,1057276,"-",210
1222,9.92301362541727,12.2144092488166,0.00267988420475756,0.00391760391994455,"lmo2793","AL591824.1",2879869,2880205,"-",337
1170,10.133971474972,12.4127361377008,0.00270411094676158,0.00393750028858985,"lmo2675","AL591824.1",2747073,2747414,"+",342
380,9.97098409701719,12.2589016458255,0.0027046017497084,0.00393750028858985,"lmo0935","AL591824.1",972197,972706,"+",510
332,9.98131719429853,12.2627381634157,0.00274492981544691,0.00398802303104889,"lmo0827","AL591824.1",854443,854748,"+",306
236,9.88966889901136,12.1949801933137,0.00275086664830185,0.00398847536532927,"lmo0599","AL591824.1",640300,640632,"+",333
1146,11.231604120853,13.4380138699107,0.00276194777663732,0.00399636933395074,"rpmD","AL591824.1",2697267,2697446,"-",180
308,9.69271786832839,12.0247014262238,0.00285082653519106,0.00411534677982883,"lmo0748","AL591824.1",777209,777496,"+",288
1003,10.0414429300607,12.3168052195688,0.00285704210519475,0.00411534677982883,"lmo2295","AL591824.1",2379004,2379399,"-",396
788,10.0477155010861,12.3266051744022,0.00286158809937322,0.00411534677982883,"lsp","AL591824.1",1920436,1920900,"-",465
732,9.86675661028186,12.1775229691746,0.00293906877484272,0.00421821814041192,"lmo1725","AL591824.1",1787280,1787648,"-",369
70,9.57698960566137,11.9206271518881,0.00298700889565176,0.00427836223639818,"lmo0133","AL591824.1",136469,136702,"+",234
629,1.766933307088,13.1308144439059,0.00301160383831629,0.0043048933898513,"glyQ","AL591824.1",1493146,1494036,"-",891
1144,3.58290686899418,14.7940105138883,0.00304266542341769,0.00434054282737051,"rplO","AL591824.1",2696771,2697211,"-",441
970,1.92616308959527,13.2613936837778,0.00313651345250514,0.00446543782696012,"lmo2247","AL591824.1",2336515,2337399,"-",885
100,1.81299127930618,13.1683598398411,0.00315198786758422,0.00447847574772988,"lmo0194","AL591824.1",197512,198204,"+",693
817,1.83033640248485,13.1785340172127,0.00318023633349324,0.00450957512089341,"panB","AL591824.1",1976307,1977140,"-",834
359,9.71831938096948,12.0574158901183,0.00325165308575583,0.00460164079401375,"lmo0887","AL591824.1",926229,926507,"+",279
883,9.77094583930964,12.0859480600691,0.00330232128014368,0.0046640354335097,"ftsL","AL591824.1",2123735,2124097,"-",363
76,9.59385966230135,11.9301393438502,0.00331578193477118,0.00467373636531366,"lmo0138","AL591824.1",141052,141336,"+",285
481,9.72149663133968,12.035769377918,0.00336693800939101,0.00472705846783783,"lmo1121","AL591824.1",1158020,1158388,"+",369
1014,9.72457410659584,12.0591088752357,0.00336694573520184,0.00472705846783783,"lmo2309","AL591824.1",2389208,2389387,"-",180
1181,9.87137224940689,12.1750790188904,0.00345383819685223,0.00483946893590559,"lmo2707","AL591824.1",2780577,2780798,"-",222
286,9.81102744911751,12.113616558002,0.00350225292844039,0.00489475024259237,"lmo0711","AL591824.1",742991,743401,"+",411
874,9.93388704641497,12.2258633715404,0.00350709890442443,0.00489475024259237,"lmo2021","AL591824.1",2100845,2101366,"-",522
206,9.82797003347903,12.1129483158911,0.00381870819906117,0.00531918293346635,"lmo0504","AL591824.1",539365,539763,"+",399
1165,9.9794204119487,12.2564807870623,0.00383973764640023,0.0053379882182309,"lmo2662","AL591824.1",2735962,2736402,"-",441
372,9.89985242406729,12.1739340893397,0.0039903556649214,0.0055365208736385,"lmo0909","AL591824.1",945520,945912,"+",393
132,9.80616077496413,12.1069726617862,0.0041041850873278,0.00568333442756916,"lmo0299","AL591824.1",325422,325712,"-",291
265,9.74023464887728,12.0484124670905,0.00419686552905676,0.00580034631598683,"lmo0687","AL591824.1",721301,721801,"+",501
179,9.66225288296091,11.9862663283609,0.00422989475433748,0.00583462136347329,"lmo0416","AL591824.1",439009,439212,"+",204
40,9.86537867097666,12.1573262340151,0.00430273949448353,0.0059235772846385,"lmo0088","AL591824.1",97127,97369,"+",243
619,1.70795809728098,13.0709243578328,0.00438724718357438,0.00602821366890355,"lmo1437","AL591824.1",1469444,1470487,"-",1044
374,9.57329523968597,11.9042240159554,0.00462079344937713,0.00633683279614774,"lmo0914","AL591824.1",950363,950668,"+",306
472,9.82301289540605,12.1039408762776,0.00474592650275767,0.00649587237539612,"lmo1107","AL591824.1",1144533,1144928,"-",396
539,9.70810614598154,12.00963057224,0.00477226112176855,0.00651933166731003,"lmo1213","AL591824.1",1234465,1234776,"+",312
757,9.95439916548656,12.2306217873444,0.00486774993058544,0.00663698980920207,"lmo1788","AL591824.1",1862459,1862893,"+",435
582,9.85306533602963,12.1482959531922,0.0049155404150102,0.00666526228689181,"lmo1345","AL591824.1",1370108,1370431,"-",324
252,9.94286920655389,12.227400267573,0.00491579498440198,0.00666526228689181,"lmo0666","AL591824.1",703961,704338,"+",378
407,9.84570401496987,12.1534820153304,0.00491668854167055,0.00666526228689181,"ptsH","AL591824.1",1032924,1033190,"+",267
480,9.67369204272386,11.9920959891819,0.00517002383830741,0.00699531851404571,"lmo1120","AL591824.1",1157592,1158008,"+",417
821,9.75179704970732,12.0529215049713,0.00521854301298117,0.00703436227406476,"lmo1908","AL591824.1",1981299,1981634,"-",336
589,9.63603269568307,11.9666214107043,0.00521872292829064,0.00703436227406476,"lmo1352","AL591824.1",1377410,1377682,"-",273
647,10.134199620428,12.3964313470174,0.00533219470417473,0.00717367371017055,"lmo1503","AL591824.1",1532129,1532401,"-",273
71,9.49893506685284,11.8484375758399,0.00534805747077258,0.00718138777798818,"lmo0134","AL591824.1",136714,136992,"+",279
908,1.79708865138209,13.1325676299452,0.00548743410589338,0.00735461395288923,"lmo2095","AL591824.1",2174488,2175420,"-",933
1025,9.60677679481813,11.9392034389698,0.00555038448466252,0.00742494830118061,"lmo2320","AL591824.1",2394790,2394984,"-",195
1224,1.80774924793753,13.1490715624908,0.00563238522553592,0.00752045409586623,"lmo2796","AL591824.1",2882033,2882938,"-",906
278,9.67816813713524,11.9935588846106,0.00565395787003483,0.0075350679132607,"lmo0703","AL591824.1",737269,737733,"+",465
134,9.83252386724866,12.1217202104319,0.00580898020167615,0.00772714251967803,"lmo0301","AL591824.1",327113,327454,"-",342
300,9.86430335236279,12.1462892165523,0.00600383254495756,0.00797138066362343,"lmo0729","AL591824.1",759479,759958,"+",480
761,9.63654586406196,11.9504239372602,0.00623346765113337,0.00826080105542721,"lmo1794","AL591824.1",1865922,1866308,"-",387
422,1.74958915003388,13.0897548703064,0.00680712183429957,0.00900419660544477,"lmo1024","AL591824.1",1052509,1053429,"+",921
389,1.59487888227642,12.9551099468349,0.00694928733579262,0.00917512983440777,"lmo0948","AL591824.1",982957,983646,"-",690
301,9.74132853508531,12.0305060331028,0.00730947743445769,0.00963275000191543,"lmo0730","AL591824.1",759972,760341,"+",370
1226,9.76587754541073,12.048402365576,0.00737013699390973,0.00969466999755473,"lmo2797","AL591824.1",2882963,2883409,"-",447
467,9.59119859139238,11.8898654647,0.00750303245201374,0.00985120371940322,"lmo1095","AL591824.1",1129412,1129816,"+",405
763,9.53304231711568,11.8535941599343,0.00784393598896821,0.0102797608432134,"rpsP","AL591824.1",1867427,1867699,"-",273
1067,9.64542079145169,11.9568937794201,0.00787242918485128,0.0102980669595195,"lmo2408","AL591824.1",2480325,2480528,"+",204
674,9.822564483936,12.1106997467613,0.00796033831905316,0.0103938855768116,"lmo1562","AL591824.1",1599814,1600278,"-",465
455,1.66043986447962,13.0271079535435,0.00798330179492246,0.0104047076702206,"lmo1082","AL591824.1",1116532,1117092,"+",561
69,9.37852690328848,11.7270304755804,0.00805570414723206,0.0104798059456652,"lmo0129","AL591824.1",131386,131419,"+",34
48,9.62958812112475,11.9409325038346,0.00828650977463098,0.0107603213007571,"lmo0102","AL591824.1",108320,108610,"+",291
1096,1.65669505723909,12.9987715273465,0.00840116480340595,0.01088926114372,"phoP","AL591824.1",2576836,2577546,"-",711
963,9.45429993378247,11.7803746541944,0.00881141708562689,0.0113926231700858,"lmo2228","AL591824.1",2317644,2317841,"-",198
81,9.45491012646499,11.776618188678,0.00882165038134997,0.0113926231700858,"lmo0148","AL591824.1",146666,146705,"+",40
762,9.27210514741078,11.6354230152064,0.00931003246653818,0.0120014782159556,"lmo1796","AL591824.1",1867157,1867410,"-",254
617,1.74389332824898,13.0857984912879,0.00943995866101619,0.0121468796563711,"lmo1435","AL591824.1",1467325,1468206,"-",882
138,9.26366342845339,11.6113924016972,0.00978875155619461,0.0125728711111268,"lmo0305","AL591824.1",331021,331059,"+",39
279,9.50009527895914,11.8231839059063,0.00982455814598455,0.0125960429032605,"lmo0704","AL591824.1",737743,738171,"+",429
519,9.58947883584422,11.8723092104938,0.00987278543899954,0.012635026852438,"lmo1184","AL591824.1",1211046,1211315,"+",270
579,9.20195633712032,11.5716458107671,0.0100135148460243,0.0127920396861823,"lmo1338","AL591824.1",1366220,1366432,"+",213
989,9.72969200752951,12.0166371579803,0.0101755193666254,0.0129756173218299,"lmo2282","AL591824.1",2366451,2366768,"-",318
979,9.40277370797903,11.726104629002,0.0113486000596766,0.0144455250310785,"lmo2258","AL591824.1",2346593,2346784,"-",192
545,9.44512001033061,11.754218916069,0.0115608782594324,0.0146632732488394,"lmo1229","AL591824.1",1254459,1254722,"+",264
283,9.6072676817737,11.9153818733631,0.0115610292610737,0.0146632732488394,"lmo0708","AL591824.1",741918,742304,"+",387
270,9.39706075355953,11.7290572983808,0.0117546872546079,0.0148822736848518,"lmo0693","AL591824.1",728282,728581,"+",300
88,1.53267597861083,12.8814190115467,0.0118114236393956,0.0149274498401631,"lmo0165","AL591824.1",164756,165508,"+",753
160,9.42659886730965,11.7409738685932,0.0120101182511857,0.0151515548756062,"lmo0362","AL591824.1",389538,389717,"-",180
1131,9.33653679462511,11.6596999953324,0.012987367450406,0.0163553170911863,"lmo2579","AL591824.1",2659852,2660145,"+",294
302,1.54133906314191,12.8789501975402,0.0133198970457316,0.0167443386620988,"lmo0735","AL591824.1",765683,766354,"+",672
401,9.57768007436486,11.8600110081577,0.0140008708879661,0.0175692344417133,"lmo0983","AL591824.1",1014540,1015019,"+",480
915,9.51694646135435,11.8230465225333,0.0142690672016978,0.0178741495512434,"lmo2104","AL591824.1",2184120,2184347,"+",228
376,9.52267883100652,11.8172163696579,0.0149336405136688,0.018673635139667,"lmo0916","AL591824.1",951956,952306,"+",351
500,9.61700111483573,11.9006227575808,0.0171467574095095,0.0213796075697248,"lmo1158","AL591824.1",1187552,1187989,"+",438
929,9.59853999996819,11.8801600418365,0.0171579643260556,0.0213796075697248,"lmo2137","AL591824.1",2221186,2221659,"-",474
796,9.32901446158596,11.6533551862128,0.0177257112660886,0.0220482969958891,"lmo1854","AL591824.1",1931026,1931319,"-",294
1116,8.92692834418232,11.2946256102305,0.01947890230853,0.0241865879802938,"thrB","AL591824.1",2621161,2621194,"-",34
150,8.87559105392413,11.2605229168397,0.0195278374530266,0.0241921120701798,"lmo0340","AL591824.1",370416,370634,"+",219
1183,8.95946658033706,11.3203671915337,0.0195515940990311,0.0241921120701798,"cydD","AL591824.1",2788461,2788495,"-",35
752,9.24351036317102,11.5725678077095,0.0200854485142777,0.0247662312984746,"lmo1771","AL591824.1",1843993,1844238,"-",246
1192,9.21583720309667,11.5450631816757,0.0200854485142777,0.0247662312984746,"lmo2729","AL591824.1",2803410,2803449,"+",40
556,8.93621284852576,11.3067312873596,0.0205077163690229,0.0252430050445091,"lmo1270","AL591824.1",1294293,1294350,"+",58
765,9.52206884884797,11.8068324674911,0.0209383011780976,0.025728345815028,"lmo1802","AL591824.1",1875129,1875461,"-",333
388,9.28809518229796,11.5865056207062,0.0211107511255965,0.0258953677301867,"lmo0946","AL591824.1",981317,981544,"+",228
501,9.20113143560646,11.5385283311458,0.0211611759875004,0.0259123899397889,"lmo1159","AL591824.1",1188014,1188289,"+",276
794,9.21324266898676,11.5523507460347,0.0215773093337261,0.0263764005476066,"lmo1852","AL591824.1",1928543,1928785,"-",243
1005,1.36547106099917,12.7218382316883,0.0217258873173626,0.0265123134389158,"lmo2297","AL591824.1",2380419,2381009,"-",591
120,9.22269242198709,11.5596456267146,0.0230776883045605,0.0281135412507447,"lmo0253","AL591824.1",268961,268994,"+",34
6,9.07847820993215,11.4212047279132,0.0250653350140961,0.0304825429245182,"lmo0012","AL591824.1",15882,15921,"+",40
707,9.12636391985824,11.4563438827403,0.0253588813942028,0.0307867241583729,"lmo1640","AL591824.1",1684229,1684462,"-",234
311,0.50432326658803,12.8863590581924,0.0257691812259945,0.0312313666482566,"lmo0755","AL591824.1",781103,781924,"+",822
627,1.34249347313475,12.6972400735542,0.0271227534493411,0.0328157545999707,"lmo1453","AL591824.1",1485708,1486412,"-",705
1196,8.96843884854856,11.2982562011317,0.0289842851516737,0.0349487383886678,"lmo2735","AL591824.1",2811798,2811838,"+",41
1216,8.87016435640409,11.2372092133907,0.0289842851516737,0.0349487383886678,"bvrC","AL591824.1",2872889,2872921,"-",33
1209,8.89336924498685,11.2559497831596,0.0294773662151458,0.0354545991367086,"lmo2771","AL591824.1",2852956,2852979,"-",24
934,8.90758463748155,11.2641331428291,0.0295038272082624,0.0354545991367086,"lmo2152","AL591824.1",2234936,2234976,"-",41
465,8.8333828518386,11.2113569048661,0.0296820088587879,0.0355742365976166,"lmo1094","AL591824.1",1129043,1129351,"+",309
985,8.92845274644766,11.2756524385706,0.029703734930591,0.0355742365976166,"lysA","AL591824.1",2364728,2364747,"-",20
47,8.97456393910417,11.3089702395846,0.0301129030578652,0.0360034540776162,"lmo0094","AL591824.1",103065,103094,"+",30
834,1.25077345069836,12.6092584046772,0.030286160994537,0.0361496433419642,"menH","AL591824.1",2005953,2006666,"-",714
181,8.94620255231045,11.2935143770536,0.0304541549780996,0.036289068704996,"lmo0421","AL591824.1",441557,441583,"-",27
946,8.9714403032178,11.3123476042878,0.0307757457113201,0.0366107444787348,"lmo2192","AL591824.1",2280202,2280229,"-",28
564,8.82238699322581,11.1894097881014,0.0313043609208423,0.0371772058507156,"parC","AL591824.1",1312785,1312825,"+",41
951,8.97254401500567,11.3006619840448,0.0315939141340216,0.0374583363227781,"lmo2199","AL591824.1",2288524,2288554,"-",31
798,8.89132758746006,11.23976414914,0.0321572037525005,0.0380625333230765,"lmo1857","AL591824.1",1933037,1933270,"-",234
174,1.08726338225199,12.4866212319224,0.0352143949723674,0.0416116767256808,"lmo0403","AL591824.1",426190,426606,"+",417
810,9.00926541184734,11.3634606768632,0.0363677650267988,0.0428637182364516,"lmo1893","AL591824.1",1966981,1967010,"-",30
631,8.69345372628752,11.0670012885734,0.0363948637212184,0.0428637182364516,"lmo1462","AL591824.1",1495859,1495894,"-",36
553,8.59499457282135,10.9836206469687,0.0371115723967627,0.0436353313918818,"proA","AL591824.1",1283373,1283406,"-",34
857,1.22675097789156,12.5887935501249,0.0377658124102566,0.0443310612564105,"lmo1982","AL591824.1",2053274,2053801,"-",528
102,9.03637798771932,11.3626275236805,0.0392339330875822,0.0459782786100756,"lmo0195","AL591824.1",199420,199453,"+",34
632,0.993746667389997,12.3837586791885,0.0394708277531893,0.0461795658036488,"lmo1463","AL591824.1",1496801,1497196,"-",396
1204,9.00980939407104,11.3540465681606,0.0401700277175217,0.0469201806453425,"lmo2752","AL591824.1",2830039,2830082,"+",44
